year,cell,doxx,temp,chla,flow,po4x,nh4x,no3x,totn,totp,orgp,orgn,pipx,tocx,tssx,sand,silt,clay,phyt
1993,    23, 0.960E+01, 0.109E+02, 0.000E+00, 0.235E+04, 0.112E+05, 0.142E+05, 0.121E+06, 0.216E+06, 0.164E+05, 0.248E+04, 0.813E+05, 0.276E+04, 0.145E+07, 0.219E+07, 0.102E+06, 0.112E+07, 0.966E+06, 0.000E+00
1994,    23, 0.968E+01, 0.104E+02, 0.000E+00, 0.239E+04, 0.973E+04, 0.137E+05, 0.128E+06, 0.218E+06, 0.148E+05, 0.234E+04, 0.771E+05, 0.272E+04, 0.138E+07, 0.179E+07, 0.849E+05, 0.913E+06, 0.795E+06, 0.000E+00
1995,    23, 0.942E+01, 0.108E+02, 0.000E+00, 0.151E+04, 0.525E+04, 0.109E+05, 0.758E+05, 0.154E+06, 0.124E+05, 0.193E+04, 0.670E+05, 0.522E+04, 0.118E+07, 0.459E+07, 0.225E+06, 0.233E+07, 0.203E+07, 0.000E+00
1996,    23, 0.898E+01, 0.125E+02, 0.000E+00, 0.352E+04, 0.133E+05, 0.193E+05, 0.107E+06, 0.251E+06, 0.237E+05, 0.364E+04, 0.124E+06, 0.671E+04, 0.221E+07, 0.409E+07, 0.195E+06, 0.208E+07, 0.182E+07, 0.000E+00
1997,    23, 0.935E+01, 0.113E+02, 0.000E+00, 0.211E+04, 0.716E+04, 0.132E+05, 0.120E+06, 0.203E+06, 0.114E+05, 0.210E+04, 0.688E+05, 0.209E+04, 0.123E+07, 0.145E+07, 0.684E+05, 0.738E+06, 0.641E+06, 0.000E+00
1998,    23, 0.101E+02, 0.967E+01, 0.000E+00, 0.264E+04, 0.121E+05, 0.146E+05, 0.104E+06, 0.210E+06, 0.173E+05, 0.280E+04, 0.909E+05, 0.235E+04, 0.162E+07, 0.169E+07, 0.800E+05, 0.863E+06, 0.749E+06, 0.000E+00
1999,    23, 0.912E+01, 0.133E+02, 0.000E+00, 0.357E+04, 0.155E+05, 0.173E+05, 0.109E+06, 0.316E+06, 0.403E+05, 0.542E+04, 0.190E+06, 0.194E+05, 0.327E+07, 0.130E+08, 0.634E+06, 0.662E+07, 0.577E+07, 0.000E+00
2000,    23, 0.844E+01, 0.135E+02, 0.000E+00, 0.252E+04, 0.118E+05, 0.149E+05, 0.945E+05, 0.196E+06, 0.183E+05, 0.260E+04, 0.861E+05, 0.386E+04, 0.154E+07, 0.234E+07, 0.112E+06, 0.119E+07, 0.104E+07, 0.000E+00
1991,    25, 0.105E+02, 0.129E+02, 0.553E+01, 0.817E+05, 0.170E+06, 0.404E+06, 0.158E+07, 0.519E+07, 0.753E+06, 0.261E+06, 0.321E+07, 0.322E+06, 0.462E+08, 0.421E+09, 0.702E+06, 0.502E+08, 0.364E+09, 0.558E+07
1992,    25, 0.103E+02, 0.135E+02, 0.522E+01, 0.822E+05, 0.207E+06, 0.488E+06, 0.180E+07, 0.659E+07, 0.997E+06, 0.294E+06, 0.429E+07, 0.496E+06, 0.685E+08, 0.583E+09, 0.792E+06, 0.917E+08, 0.485E+09, 0.530E+07
1993,    25, 0.109E+02, 0.108E+02, 0.647E+01, 0.132E+06, 0.406E+06, 0.846E+06, 0.238E+07, 0.106E+08, 0.184E+07, 0.437E+06, 0.733E+07, 0.993E+06, 0.125E+09, 0.112E+10, 0.144E+07, 0.189E+09, 0.916E+09, 0.105E+08
1994,    25, 0.110E+02, 0.113E+02, 0.765E+01, 0.129E+06, 0.343E+06, 0.599E+06, 0.230E+07, 0.828E+07, 0.128E+07, 0.438E+06, 0.538E+07, 0.500E+06, 0.768E+08, 0.677E+09, 0.117E+07, 0.556E+08, 0.608E+09, 0.122E+08
1995,    25, 0.102E+02, 0.146E+02, 0.684E+01, 0.963E+05, 0.293E+06, 0.433E+06, 0.167E+07, 0.655E+07, 0.113E+07, 0.314E+06, 0.444E+07, 0.518E+06, 0.694E+08, 0.563E+09, 0.153E+07, 0.607E+08, 0.492E+09, 0.814E+07
1996,    25, 0.107E+02, 0.127E+02, 0.667E+01, 0.171E+06, 0.500E+06, 0.720E+06, 0.227E+07, 0.106E+08, 0.196E+07, 0.503E+06, 0.765E+07, 0.961E+06, 0.124E+09, 0.124E+10, 0.224E+07, 0.181E+09, 0.104E+10, 0.140E+08
1997,    25, 0.109E+02, 0.119E+02, 0.668E+01, 0.904E+05, 0.242E+06, 0.363E+06, 0.122E+07, 0.524E+07, 0.812E+06, 0.314E+06, 0.367E+07, 0.256E+06, 0.501E+08, 0.304E+09, 0.542E+06, 0.308E+08, 0.266E+09, 0.746E+07
1998,    25, 0.107E+02, 0.116E+02, 0.668E+01, 0.143E+06, 0.434E+06, 0.714E+06, 0.275E+07, 0.935E+07, 0.165E+07, 0.437E+06, 0.589E+07, 0.781E+06, 0.901E+08, 0.956E+09, 0.126E+07, 0.100E+09, 0.843E+09, 0.118E+08
1999,    25, 0.103E+02, 0.133E+02, 0.636E+01, 0.783E+05, 0.231E+06, 0.426E+06, 0.281E+07, 0.725E+07, 0.889E+06, 0.323E+06, 0.401E+07, 0.335E+06, 0.559E+08, 0.335E+09, 0.286E+07, 0.770E+08, 0.249E+09, 0.615E+07
2000,    25, 0.100E+02, 0.155E+02, 0.675E+01, 0.767E+05, 0.305E+06, 0.275E+06, 0.828E+06, 0.407E+07, 0.801E+06, 0.271E+06, 0.297E+07, 0.225E+06, 0.395E+08, 0.168E+09, 0.818E+06, 0.162E+08, 0.144E+09, 0.639E+07
1991,    18, 0.999E+01, 0.106E+02, 0.363E+00, 0.286E+04, 0.863E+04, 0.144E+05, 0.122E+06, 0.225E+06, 0.150E+05, 0.344E+04, 0.893E+05, 0.293E+04, 0.149E+07, 0.535E+07, 0.188E+06, 0.265E+07, 0.250E+07, 0.128E+05
1992,    18, 0.911E+01, 0.133E+02, 0.608E+00, 0.444E+04, 0.146E+05, 0.207E+05, 0.137E+06, 0.303E+06, 0.252E+05, 0.585E+04, 0.146E+06, 0.473E+04, 0.240E+07, 0.599E+07, 0.208E+06, 0.294E+07, 0.281E+07, 0.333E+05
1993,    18, 0.101E+02, 0.105E+02, 0.752E+00, 0.463E+04, 0.165E+05, 0.244E+05, 0.176E+06, 0.364E+06, 0.302E+05, 0.682E+04, 0.164E+06, 0.688E+04, 0.267E+07, 0.113E+08, 0.281E+06, 0.572E+07, 0.524E+07, 0.430E+05
1994,    18, 0.100E+02, 0.107E+02, 0.640E+00, 0.527E+04, 0.150E+05, 0.268E+05, 0.199E+06, 0.406E+06, 0.295E+05, 0.771E+04, 0.180E+06, 0.675E+04, 0.291E+07, 0.123E+08, 0.247E+06, 0.633E+07, 0.572E+07, 0.417E+05
1995,    18, 0.952E+01, 0.120E+02, 0.124E+01, 0.339E+04, 0.137E+05, 0.184E+05, 0.120E+06, 0.253E+06, 0.231E+05, 0.476E+04, 0.115E+06, 0.465E+04, 0.188E+07, 0.657E+07, 0.289E+06, 0.321E+07, 0.302E+07, 0.521E+05
1996,    18, 0.956E+01, 0.125E+02, 0.625E+00, 0.644E+04, 0.216E+05, 0.314E+05, 0.173E+06, 0.430E+06, 0.403E+05, 0.863E+04, 0.226E+06, 0.101E+05, 0.374E+07, 0.136E+08, 0.405E+06, 0.657E+07, 0.656E+07, 0.497E+05
1997,    18, 0.100E+02, 0.109E+02, 0.535E+00, 0.416E+04, 0.115E+05, 0.200E+05, 0.166E+06, 0.310E+06, 0.192E+05, 0.555E+04, 0.125E+06, 0.214E+04, 0.201E+07, 0.351E+07, 0.116E+06, 0.156E+07, 0.181E+07, 0.275E+05
1998,    18, 0.104E+02, 0.998E+01, 0.828E+00, 0.549E+04, 0.165E+05, 0.269E+05, 0.219E+06, 0.447E+06, 0.344E+05, 0.813E+04, 0.201E+06, 0.977E+04, 0.328E+07, 0.177E+08, 0.386E+06, 0.918E+07, 0.803E+07, 0.562E+05
1999,    18, 0.933E+01, 0.129E+02, 0.509E+00, 0.550E+04, 0.170E+05, 0.290E+05, 0.209E+06, 0.492E+06, 0.620E+05, 0.806E+04, 0.255E+06, 0.370E+05, 0.428E+07, 0.323E+08, 0.669E+06, 0.173E+08, 0.143E+08, 0.346E+05
2000,    18, 0.898E+01, 0.141E+02, 0.237E+01, 0.481E+04, 0.167E+05, 0.242E+05, 0.145E+06, 0.334E+06, 0.302E+05, 0.747E+04, 0.166E+06, 0.605E+04, 0.263E+07, 0.746E+07, 0.338E+06, 0.341E+07, 0.357E+07, 0.141E+06
1991,     4, 0.924E+01, 0.109E+02, 0.000E+00, 0.152E+04, 0.423E+04, 0.825E+04, 0.622E+05, 0.108E+06, 0.705E+04, 0.122E+04, 0.379E+05, 0.160E+04, 0.672E+06, 0.165E+07, 0.993E+05, 0.779E+06, 0.767E+06, 0.000E+00
1992,     4, 0.841E+01, 0.134E+02, 0.000E+00, 0.259E+04, 0.741E+04, 0.114E+05, 0.709E+05, 0.155E+06, 0.129E+05, 0.206E+04, 0.729E+05, 0.341E+04, 0.130E+07, 0.250E+07, 0.151E+06, 0.118E+07, 0.117E+07, 0.000E+00
1993,     4, 0.945E+01, 0.108E+02, 0.000E+00, 0.230E+04, 0.718E+04, 0.110E+05, 0.806E+05, 0.148E+06, 0.104E+05, 0.178E+04, 0.563E+05, 0.147E+04, 0.100E+07, 0.155E+07, 0.934E+05, 0.733E+06, 0.721E+06, 0.000E+00
1994,     4, 0.944E+01, 0.108E+02, 0.000E+00, 0.254E+04, 0.652E+04, 0.112E+05, 0.748E+05, 0.148E+06, 0.106E+05, 0.191E+04, 0.616E+05, 0.216E+04, 0.109E+07, 0.185E+07, 0.112E+06, 0.875E+06, 0.862E+06, 0.000E+00
1995,     4, 0.913E+01, 0.110E+02, 0.000E+00, 0.158E+04, 0.467E+04, 0.867E+04, 0.626E+05, 0.113E+06, 0.791E+04, 0.132E+04, 0.421E+05, 0.192E+04, 0.745E+06, 0.213E+07, 0.128E+06, 0.101E+07, 0.992E+06, 0.000E+00
1996,     4, 0.875E+01, 0.127E+02, 0.000E+00, 0.319E+04, 0.901E+04, 0.145E+05, 0.840E+05, 0.180E+06, 0.146E+05, 0.244E+04, 0.818E+05, 0.310E+04, 0.145E+07, 0.246E+07, 0.149E+06, 0.117E+07, 0.115E+07, 0.000E+00
1997,     4, 0.928E+01, 0.113E+02, 0.000E+00, 0.232E+04, 0.633E+04, 0.109E+05, 0.822E+05, 0.147E+06, 0.946E+04, 0.169E+04, 0.536E+05, 0.144E+04, 0.954E+06, 0.112E+07, 0.676E+05, 0.530E+06, 0.522E+06, 0.000E+00
1998,     4, 0.993E+01, 0.986E+01, 0.000E+00, 0.303E+04, 0.823E+04, 0.129E+05, 0.905E+05, 0.186E+06, 0.141E+05, 0.250E+04, 0.829E+05, 0.332E+04, 0.147E+07, 0.307E+07, 0.186E+06, 0.145E+07, 0.143E+07, 0.000E+00
1999,     4, 0.910E+01, 0.131E+02, 0.000E+00, 0.344E+04, 0.733E+04, 0.130E+05, 0.757E+05, 0.213E+06, 0.199E+05, 0.326E+04, 0.124E+06, 0.928E+04, 0.217E+07, 0.724E+07, 0.437E+06, 0.343E+07, 0.337E+07, 0.000E+00
2000,     4, 0.814E+01, 0.144E+02, 0.000E+00, 0.270E+04, 0.749E+04, 0.128E+05, 0.783E+05, 0.160E+06, 0.125E+05, 0.210E+04, 0.692E+05, 0.296E+04, 0.123E+07, 0.272E+07, 0.164E+06, 0.129E+07, 0.127E+07, 0.000E+00
1991,    74, 0.104E+02, 0.104E+02, 0.367E+01, 0.134E+05, 0.243E+05, 0.723E+05, 0.681E+06, 0.121E+07, 0.682E+05, 0.315E+05, 0.459E+06, 0.125E+05, 0.583E+07, 0.199E+08, 0.205E+06, 0.525E+07, 0.139E+08, 0.607E+06
1992,    74, 0.994E+01, 0.116E+02, 0.490E+01, 0.157E+05, 0.386E+05, 0.903E+05, 0.797E+06, 0.149E+07, 0.989E+05, 0.427E+05, 0.601E+06, 0.176E+05, 0.752E+07, 0.213E+08, 0.299E+06, 0.649E+07, 0.136E+08, 0.950E+06
1993,    74, 0.106E+02, 0.970E+01, 0.600E+01, 0.323E+05, 0.812E+05, 0.170E+06, 0.109E+07, 0.263E+07, 0.260E+06, 0.893E+05, 0.137E+07, 0.894E+05, 0.175E+08, 0.131E+09, 0.689E+06, 0.372E+08, 0.908E+08, 0.239E+07
1994,    74, 0.107E+02, 0.103E+02, 0.514E+01, 0.337E+05, 0.750E+05, 0.155E+06, 0.136E+07, 0.289E+07, 0.213E+06, 0.948E+05, 0.137E+07, 0.436E+05, 0.171E+08, 0.739E+08, 0.481E+06, 0.206E+08, 0.507E+08, 0.214E+07
1995,    74, 0.987E+01, 0.127E+02, 0.670E+01, 0.192E+05, 0.492E+05, 0.942E+05, 0.688E+06, 0.145E+07, 0.141E+06, 0.507E+05, 0.667E+06, 0.412E+05, 0.792E+07, 0.476E+08, 0.399E+06, 0.105E+08, 0.350E+08, 0.159E+07
1996,    74, 0.103E+02, 0.113E+02, 0.529E+01, 0.401E+05, 0.761E+05, 0.162E+06, 0.104E+07, 0.265E+07, 0.239E+06, 0.915E+05, 0.145E+07, 0.715E+05, 0.189E+08, 0.110E+09, 0.750E+06, 0.328E+08, 0.743E+08, 0.262E+07
1997,    74, 0.103E+02, 0.111E+02, 0.461E+01, 0.215E+05, 0.352E+05, 0.973E+05, 0.939E+06, 0.174E+07, 0.104E+06, 0.517E+05, 0.706E+06, 0.166E+05, 0.868E+07, 0.271E+08, 0.110E+06, 0.527E+07, 0.205E+08, 0.122E+07
1998,    74, 0.108E+02, 0.982E+01, 0.601E+01, 0.349E+05, 0.823E+05, 0.162E+06, 0.138E+07, 0.304E+07, 0.244E+06, 0.101E+06, 0.149E+07, 0.609E+05, 0.188E+08, 0.104E+09, 0.595E+06, 0.336E+08, 0.675E+08, 0.259E+07
1999,    74, 0.940E+01, 0.126E+02, 0.445E+01, 0.193E+05, 0.855E+05, 0.141E+06, 0.158E+07, 0.309E+07, 0.288E+06, 0.697E+05, 0.137E+07, 0.133E+06, 0.191E+08, 0.861E+08, 0.206E+07, 0.326E+08, 0.504E+08, 0.106E+07
2000,    74, 0.956E+01, 0.131E+02, 0.711E+01, 0.201E+05, 0.509E+05, 0.100E+06, 0.697E+06, 0.161E+07, 0.141E+06, 0.604E+05, 0.812E+06, 0.295E+05, 0.985E+07, 0.280E+08, 0.327E+06, 0.715E+07, 0.187E+08, 0.177E+07
1991,    73, 0.936E+01, 0.110E+02, 0.000E+00, 0.292E+03, 0.120E+04, 0.208E+04, 0.247E+05, 0.401E+05, 0.218E+04, 0.365E+03, 0.133E+05, 0.621E+03, 0.240E+06, 0.651E+06, 0.388E+05, 0.309E+06, 0.303E+06, 0.000E+00
1992,    73, 0.854E+01, 0.135E+02, 0.000E+00, 0.488E+03, 0.198E+04, 0.283E+04, 0.281E+05, 0.535E+05, 0.340E+04, 0.586E+03, 0.226E+05, 0.836E+03, 0.410E+06, 0.749E+06, 0.446E+05, 0.355E+06, 0.349E+06, 0.000E+00
1993,    73, 0.957E+01, 0.109E+02, 0.000E+00, 0.443E+03, 0.194E+04, 0.279E+04, 0.295E+05, 0.524E+05, 0.305E+04, 0.564E+03, 0.201E+05, 0.537E+03, 0.362E+06, 0.600E+06, 0.358E+05, 0.285E+06, 0.280E+06, 0.000E+00
1994,    73, 0.954E+01, 0.109E+02, 0.000E+00, 0.486E+03, 0.177E+04, 0.271E+04, 0.291E+05, 0.537E+05, 0.317E+04, 0.612E+03, 0.219E+05, 0.788E+03, 0.393E+06, 0.690E+06, 0.411E+05, 0.327E+06, 0.321E+06, 0.000E+00
1995,    73, 0.933E+01, 0.109E+02, 0.000E+00, 0.306E+03, 0.121E+04, 0.222E+04, 0.250E+05, 0.420E+05, 0.231E+04, 0.395E+03, 0.147E+05, 0.709E+03, 0.265E+06, 0.876E+06, 0.521E+05, 0.415E+06, 0.408E+06, 0.000E+00
1996,    73, 0.895E+01, 0.126E+02, 0.000E+00, 0.605E+03, 0.237E+04, 0.364E+04, 0.310E+05, 0.618E+05, 0.413E+04, 0.731E+03, 0.272E+05, 0.103E+04, 0.489E+06, 0.881E+06, 0.525E+05, 0.418E+06, 0.410E+06, 0.000E+00
1997,    73, 0.940E+01, 0.113E+02, 0.000E+00, 0.437E+03, 0.168E+04, 0.267E+04, 0.311E+05, 0.533E+05, 0.281E+04, 0.540E+03, 0.195E+05, 0.590E+03, 0.350E+06, 0.468E+06, 0.279E+05, 0.222E+06, 0.218E+06, 0.000E+00
1998,    73, 0.101E+02, 0.991E+01, 0.000E+00, 0.561E+03, 0.229E+04, 0.320E+04, 0.312E+05, 0.606E+05, 0.414E+04, 0.736E+03, 0.262E+05, 0.111E+04, 0.467E+06, 0.101E+07, 0.600E+05, 0.478E+06, 0.469E+06, 0.000E+00
1999,    73, 0.925E+01, 0.131E+02, 0.000E+00, 0.646E+03, 0.203E+04, 0.307E+04, 0.270E+05, 0.614E+05, 0.547E+04, 0.789E+03, 0.313E+05, 0.265E+04, 0.557E+06, 0.223E+07, 0.133E+06, 0.106E+07, 0.104E+07, 0.000E+00
2000,    73, 0.832E+01, 0.143E+02, 0.000E+00, 0.508E+03, 0.212E+04, 0.323E+04, 0.301E+05, 0.567E+05, 0.380E+04, 0.625E+03, 0.234E+05, 0.105E+04, 0.421E+06, 0.105E+07, 0.626E+05, 0.499E+06, 0.490E+06, 0.000E+00
1991,    69, 0.925E+01, 0.112E+02, 0.000E+00, 0.618E+03, 0.154E+04, 0.464E+04, 0.244E+05, 0.495E+05, 0.299E+04, 0.651E+03, 0.204E+05, 0.791E+03, 0.366E+06, 0.717E+06, 0.374E+05, 0.342E+06, 0.337E+06, 0.000E+00
1992,    69, 0.848E+01, 0.134E+02, 0.000E+00, 0.105E+04, 0.244E+04, 0.608E+04, 0.280E+05, 0.697E+05, 0.505E+04, 0.103E+04, 0.356E+05, 0.158E+04, 0.640E+06, 0.100E+07, 0.513E+05, 0.478E+06, 0.472E+06, 0.000E+00
1993,    69, 0.956E+01, 0.108E+02, 0.000E+00, 0.920E+03, 0.232E+04, 0.575E+04, 0.341E+05, 0.700E+05, 0.414E+04, 0.938E+03, 0.302E+05, 0.890E+03, 0.541E+06, 0.708E+06, 0.369E+05, 0.338E+06, 0.333E+06, 0.000E+00
1994,    69, 0.949E+01, 0.109E+02, 0.000E+00, 0.103E+04, 0.221E+04, 0.578E+04, 0.301E+05, 0.690E+05, 0.477E+04, 0.102E+04, 0.332E+05, 0.154E+04, 0.593E+06, 0.886E+06, 0.441E+05, 0.424E+06, 0.418E+06, 0.000E+00
1995,    69, 0.932E+01, 0.109E+02, 0.000E+00, 0.636E+03, 0.162E+04, 0.491E+04, 0.246E+05, 0.517E+05, 0.345E+04, 0.690E+03, 0.222E+05, 0.114E+04, 0.396E+06, 0.103E+07, 0.544E+05, 0.492E+06, 0.483E+06, 0.000E+00
1996,    69, 0.888E+01, 0.125E+02, 0.000E+00, 0.130E+04, 0.293E+04, 0.747E+04, 0.343E+05, 0.842E+05, 0.593E+04, 0.127E+04, 0.425E+05, 0.174E+04, 0.762E+06, 0.107E+07, 0.545E+05, 0.512E+06, 0.503E+06, 0.000E+00
1997,    69, 0.930E+01, 0.114E+02, 0.000E+00, 0.944E+03, 0.208E+04, 0.585E+04, 0.385E+05, 0.737E+05, 0.372E+04, 0.901E+03, 0.294E+05, 0.733E+03, 0.528E+06, 0.501E+06, 0.250E+05, 0.240E+06, 0.236E+06, 0.000E+00
1998,    69, 0.998E+01, 0.999E+01, 0.000E+00, 0.124E+04, 0.282E+04, 0.655E+04, 0.332E+05, 0.814E+05, 0.564E+04, 0.128E+04, 0.416E+05, 0.153E+04, 0.743E+06, 0.115E+07, 0.600E+05, 0.550E+06, 0.543E+06, 0.000E+00
1999,    69, 0.909E+01, 0.132E+02, 0.000E+00, 0.142E+04, 0.263E+04, 0.664E+04, 0.297E+05, 0.995E+05, 0.109E+05, 0.167E+04, 0.631E+05, 0.655E+04, 0.111E+07, 0.341E+07, 0.173E+06, 0.163E+07, 0.161E+07, 0.000E+00
2000,    69, 0.820E+01, 0.145E+02, 0.000E+00, 0.112E+04, 0.262E+04, 0.657E+04, 0.333E+05, 0.770E+05, 0.544E+04, 0.111E+04, 0.372E+05, 0.171E+04, 0.668E+06, 0.124E+07, 0.642E+05, 0.594E+06, 0.583E+06, 0.000E+00
1991,    20, 0.947E+01, 0.121E+02, 0.689E+01, 0.142E+04, 0.923E+04, 0.178E+05, 0.175E+06, 0.277E+06, 0.170E+05, 0.391E+04, 0.847E+05, 0.386E+04, 0.137E+07, 0.348E+07, 0.194E+06, 0.144E+07, 0.172E+07, 0.121E+06
1992,    20, 0.896E+01, 0.141E+02, 0.588E+01, 0.315E+04, 0.160E+05, 0.231E+05, 0.206E+06, 0.391E+06, 0.296E+05, 0.702E+04, 0.163E+06, 0.661E+04, 0.266E+07, 0.463E+07, 0.257E+06, 0.192E+07, 0.222E+07, 0.229E+06
1993,    20, 0.104E+02, 0.101E+02, 0.100E+02, 0.310E+04, 0.179E+05, 0.247E+05, 0.230E+06, 0.419E+06, 0.296E+05, 0.867E+04, 0.164E+06, 0.305E+04, 0.252E+07, 0.290E+07, 0.144E+06, 0.108E+07, 0.129E+07, 0.384E+06
1994,    20, 0.104E+02, 0.106E+02, 0.136E+02, 0.320E+04, 0.134E+05, 0.259E+05, 0.362E+06, 0.581E+06, 0.314E+05, 0.112E+05, 0.193E+06, 0.682E+04, 0.283E+07, 0.537E+07, 0.279E+06, 0.212E+07, 0.244E+07, 0.536E+06
1995,    20, 0.101E+02, 0.988E+01, 0.624E+01, 0.164E+04, 0.968E+04, 0.191E+05, 0.196E+06, 0.317E+06, 0.220E+05, 0.435E+04, 0.102E+06, 0.794E+04, 0.166E+07, 0.522E+07, 0.303E+06, 0.230E+07, 0.249E+07, 0.127E+06
1996,    20, 0.917E+01, 0.137E+02, 0.902E+01, 0.556E+04, 0.269E+05, 0.368E+05, 0.281E+06, 0.595E+06, 0.544E+05, 0.143E+05, 0.277E+06, 0.133E+05, 0.425E+07, 0.918E+07, 0.496E+06, 0.372E+07, 0.434E+07, 0.620E+06
1997,    20, 0.984E+01, 0.110E+02, 0.729E+01, 0.281E+04, 0.140E+05, 0.236E+05, 0.223E+06, 0.381E+06, 0.239E+05, 0.654E+04, 0.134E+06, 0.339E+04, 0.212E+07, 0.280E+07, 0.151E+06, 0.112E+07, 0.128E+07, 0.253E+06
1998,    20, 0.108E+02, 0.997E+01, 0.105E+02, 0.466E+04, 0.205E+05, 0.287E+05, 0.261E+06, 0.537E+06, 0.427E+05, 0.133E+05, 0.247E+06, 0.890E+04, 0.373E+07, 0.734E+07, 0.391E+06, 0.294E+07, 0.340E+07, 0.605E+06
1999,    20, 0.891E+01, 0.154E+02, 0.379E+01, 0.773E+04, 0.321E+05, 0.354E+05, 0.224E+06, 0.789E+06, 0.127E+06, 0.147E+05, 0.530E+06, 0.800E+05, 0.911E+07, 0.586E+08, 0.302E+07, 0.252E+08, 0.300E+08, 0.362E+06
2000,    20, 0.889E+01, 0.140E+02, 0.730E+01, 0.405E+04, 0.162E+05, 0.254E+05, 0.207E+06, 0.403E+06, 0.302E+05, 0.874E+04, 0.170E+06, 0.525E+04, 0.263E+07, 0.485E+07, 0.258E+06, 0.192E+07, 0.231E+07, 0.365E+06
1991,    36, 0.955E+01, 0.935E+01, 0.000E+00, 0.110E+03, 0.291E+03, 0.622E+03, 0.440E+04, 0.769E+04, 0.436E+03, 0.852E+02, 0.266E+04, 0.599E+02, 0.473E+05, 0.776E+05, 0.464E+04, 0.431E+05, 0.298E+05, 0.000E+00
1992,    36, 0.884E+01, 0.114E+02, 0.000E+00, 0.148E+03, 0.475E+03, 0.822E+03, 0.507E+04, 0.995E+04, 0.738E+03, 0.122E+03, 0.406E+04, 0.141E+03, 0.720E+05, 0.156E+06, 0.935E+04, 0.870E+05, 0.601E+05, 0.000E+00
1993,    36, 0.952E+01, 0.102E+02, 0.000E+00, 0.225E+03, 0.923E+03, 0.126E+04, 0.746E+04, 0.161E+05, 0.142E+04, 0.220E+03, 0.741E+04, 0.279E+03, 0.130E+06, 0.277E+06, 0.165E+05, 0.154E+06, 0.106E+06, 0.000E+00
1994,    36, 0.955E+01, 0.105E+02, 0.000E+00, 0.240E+03, 0.970E+03, 0.130E+04, 0.739E+04, 0.162E+05, 0.142E+04, 0.212E+03, 0.746E+04, 0.242E+03, 0.132E+06, 0.211E+06, 0.126E+05, 0.117E+06, 0.809E+05, 0.000E+00
1995,    36, 0.911E+01, 0.108E+02, 0.000E+00, 0.153E+03, 0.518E+03, 0.883E+03, 0.492E+04, 0.103E+05, 0.830E+03, 0.133E+03, 0.447E+04, 0.179E+03, 0.786E+05, 0.170E+06, 0.101E+05, 0.942E+05, 0.652E+05, 0.000E+00
1996,    36, 0.905E+01, 0.116E+02, 0.000E+00, 0.264E+03, 0.105E+04, 0.137E+04, 0.725E+04, 0.169E+05, 0.159E+04, 0.238E+03, 0.829E+04, 0.306E+03, 0.146E+06, 0.246E+06, 0.147E+05, 0.137E+06, 0.947E+05, 0.000E+00
1997,    36, 0.922E+01, 0.104E+02, 0.000E+00, 0.148E+03, 0.494E+03, 0.775E+03, 0.512E+04, 0.902E+04, 0.621E+03, 0.104E+03, 0.312E+04, 0.226E+02, 0.554E+05, 0.167E+05, 0.995E+03, 0.926E+04, 0.640E+04, 0.000E+00
1998,    36, 0.976E+01, 0.947E+01, 0.000E+00, 0.192E+03, 0.851E+03, 0.966E+03, 0.633E+04, 0.123E+05, 0.112E+04, 0.162E+03, 0.500E+04, 0.104E+03, 0.877E+05, 0.886E+05, 0.529E+04, 0.492E+05, 0.341E+05, 0.000E+00
1999,    36, 0.909E+01, 0.117E+02, 0.000E+00, 0.147E+03, 0.687E+03, 0.874E+03, 0.108E+05, 0.169E+05, 0.112E+04, 0.145E+03, 0.524E+04, 0.288E+03, 0.915E+05, 0.236E+06, 0.141E+05, 0.131E+06, 0.907E+05, 0.000E+00
2000,    36, 0.835E+01, 0.126E+02, 0.000E+00, 0.186E+03, 0.839E+03, 0.998E+03, 0.573E+04, 0.118E+05, 0.121E+04, 0.159E+03, 0.504E+04, 0.209E+03, 0.880E+05, 0.163E+06, 0.974E+04, 0.906E+05, 0.627E+05, 0.000E+00
1991,    16, 0.949E+01, 0.105E+02, 0.000E+00, 0.379E+03, 0.159E+04, 0.257E+04, 0.208E+05, 0.383E+05, 0.259E+04, 0.448E+03, 0.149E+05, 0.552E+03, 0.267E+06, 0.661E+06, 0.407E+05, 0.330E+06, 0.290E+06, 0.000E+00
1992,    16, 0.856E+01, 0.132E+02, 0.000E+00, 0.632E+03, 0.260E+04, 0.358E+04, 0.245E+05, 0.537E+05, 0.426E+04, 0.724E+03, 0.256E+05, 0.930E+03, 0.458E+06, 0.883E+06, 0.543E+05, 0.436E+06, 0.392E+06, 0.000E+00
1993,    16, 0.959E+01, 0.106E+02, 0.000E+00, 0.572E+03, 0.271E+04, 0.378E+04, 0.280E+05, 0.548E+05, 0.404E+04, 0.691E+03, 0.230E+05, 0.636E+03, 0.410E+06, 0.958E+06, 0.589E+05, 0.486E+06, 0.413E+06, 0.000E+00
1994,    16, 0.956E+01, 0.107E+02, 0.000E+00, 0.650E+03, 0.252E+04, 0.395E+04, 0.293E+05, 0.592E+05, 0.413E+04, 0.785E+03, 0.259E+05, 0.821E+03, 0.461E+06, 0.949E+06, 0.583E+05, 0.476E+06, 0.415E+06, 0.000E+00
